,,Location 2021,,-->,Location 2022,AIFDB,,,,Corpus Exists in AIFDB?,Most Recent Map in Corpus,Participants Tidied?,Transcript added to edit link?,2021 Corpus Edit LInk,2022 Corpus Edit Link,Text Present 2021 Location,Text Present 2022 Location,Progress Sheet Link,Transcript Google Doc link
Testrun,Corpus,AIFDBQT Map,AIFDB Map,,AIFDB Map,Old ID,,,Part number,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20506,20506,,,,,,32,y,20506,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20515,20515,,,,,,33,y,20515,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20510,20510,,,,,,34,y,20510,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20512,25903,,,"20512, 23446",,,35,y,25903,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20513,20513,,,,,,36,y,20513,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20516,20516,,,,,,37,y,20516,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20508,20508,,,,,,38,y,20508,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20514,20514,,,,,,39,y,20514,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20518,20518,,,,,,40,y,20518,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20521,20521,,,,,,41,y,20521,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20534,20534,,,,,,42,y,20534,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20517,20517,,,,,,43,y,20517,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20522,20522,,,,,,44,y,20522,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20519,20519,,,,,,45,y,20519,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20520,20520,,,,,,46,y,20520,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20524,20524,,,,,,47,y,20524,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20532,20532,,,,,,48,y,20532,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20531,20531,,,,,,49,y,20531,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20530,20530,,,,,,50,y,20530,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20523,20523,,,,,,51,y,20523,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20525,20525,,,,,,52,y,20525,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20529,20529,,,,,,53,y,20529,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20528,20528,,,,,,54,y,20528,,,,,,,,
cutiestestrun4march2021,cutiestestrun4march2021,20533,20533,,,,,,55,y,20533,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun4march2021,IAAcuties4March2021old,20487,20487,,23106,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=149939587a7ad366b03154e56066b41a,http://corpora.aifdb.org/edit.php?k=1218c6fde3dd8900a1837f18255ee08c ,n,y,,
cutiestestrun4march2021,IAAcuties4March2021old,20498,20498,,23114,,,,,y,,,,,,n,y,,
cutiestestrun4march2021,IAAcuties4March2021old,20501,20501,,23120,,,,,y,,,,,,n,y,,
cutiestestrun4march2021,IAAcuties4March2021old,20512,20512,,23446,20512,,,,y,,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun4march2021,IAAcuties4March2021new,21996,,,23111,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=164ea3fb2300b7bda063d82dd2c5783c,http://corpora.aifdb.org/edit.php?k=b0e6f0b707d1fc756d5f63d64c3f0299 ,y,y,,
cutiestestrun4march2021,IAAcuties4March2021new,21997,,,23117,,,,,y,,,,,,y,y,,
cutiestestrun4march2021,IAAcuties4March2021new,21998,,,23122,,,,,y,,,,,,y,y,,
cutiestestrun4march2021,IAAcuties4March2021new,21999,,,23125,,,,,y,,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20299,20299,,,,,,1,y,20299,,y,http://corpora.aifdb.org/edit.php?k=2f3d27eae6db5772ce2d57636b68b5d2,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=305912460,https://docs.google.com/document/d/1bsdSo-HSFBwigRIbxae8-z3EYgmK02iar43szQPcF88/edit?usp=sharing
cutiestestrun18february2021,cutiestestrun18february2021,20301,20301,,,,,,2,y,20301,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20307,20307,,,,,,3,y,20307,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20304,20304,,,,,,4,y,20304,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20312,25480,,,20312,,,5,y,25480,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20302,23009,,,20302,,,6,y,23009,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20305,20305,,,,,,7,y,20305,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20308,20308,,,,,,8,y,20308,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20311,20311,,,,,,9,y,20311,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20303,20303,,,,,,10,y,20303,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20317,25481,,,20317,,,11,y,25481,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20315,20315,,,,,,12,y,20315,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20314,20314,,,,,,13,y,20314,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20310,20310,,,,,,14,y,20310,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20306,20306,,,,,,15,y,20306,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20309,20309,,,,,,16,y,20309,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20313,20313,,,,,,17,y,20313,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20320,23015,,,20320,,,18,y,23015,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20316,20316,,,,,,19,y,20316,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20318,20318,,,,,,20,y,20318,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20321,20321,,,,,,21,y,20321,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20322,20322,,,,,,22,y,20322,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20319,20319,,,,,,23,y,20319,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20332,20332,,,,,,24,y,20332,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20324,20324,,,,,,25,y,20324,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20325,22748,,,20325,,,26,y,22748,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20331,20331,,,,,,27,y,20331,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20335,20335,,,,,,28,y,20335,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20327,20327,,,,,,29,y,20327,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20323,23445,,,20323,,,30,y,23445,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20326,20326,,,,,,31,y,20326,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20333,20333,,,,,,32,y,20333,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20328,25485,,,20328,,,33,y,25485,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20329,20329,,,,,,34,y,20329,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20330,20330,,,,,,35,y,20330,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20334,20334,,,,,,36,y,20334,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20337,20337,,,,,,37,y,20337,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20339,20339,,,,,,38,y,20339,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20338,20338,,,,,,39,y,20338,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20336,20336,,,,,,40,y,20336,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20341,20341,,,,,,41,y,20341,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20340,20340,,,,,,42,y,20340,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20343,20343,,,,,,43,y,20343,,,,,,,,
cutiestestrun18february2021,cutiestestrun18february2021,20342,20342,,,,,,44,y,20342,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun18february2021,IAAcuties18February2021old,20302,20302,,23009,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=7bee8c454813c8244e1cdcaadd4404b5,http://corpora.aifdb.org/edit.php?k=10bb99e8db5cbbd7b3775f9660a0474a,n,y,,
cutiestestrun18february2021,IAAcuties18February2021old,20320,20320,,23015,,,,,y,,,,,,n,y,,
cutiestestrun18february2021,IAAcuties18February2021old,22748,22748,,22748,,,,,y,,,,,,y,y,,
cutiestestrun18february2021,IAAcuties18February2021old,20323,20323,,23445,23024,,,,y,,,,,,n,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun18february2021,IAAcuties18February2021new,22058,,,23013,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=d4751993968b868c4f6ebe31e92a50c7,http://corpora.aifdb.org/edit.php?k=51d84434a844af9510eb6e609e5e3e32 ,y,y,,
cutiestestrun18february2021,IAAcuties18February2021new,22059,,,23018,,,,,y,,,,,,y,y,,
cutiestestrun18february2021,IAAcuties18February2021new,22060,,,23021,,,,,y,,,,,,y,y,,
cutiestestrun18february2021,IAAcuties18February2021new,21995,,,23027,,,,,y,,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19878,19878,,,,,,1,y,19878,,y,http://corpora.aifdb.org/edit.php?k=56776f80fd1f87dab1047a8b406f7482,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=119848764,https://docs.google.com/document/d/1-RmTy6eYBGTVpTyBy9XSOQbIyDIajCjEsGdo9aXdDbs/edit?usp=sharing
cutiestestrun28january2021,cutiestestrun28january2021,19891,19891,,,,,,2,y,19891,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19880,19880,,,,,,3,y,19880,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19881,19881,,,,,,4,y,25497,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19890,19890,,,,,,5,y,19890,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19883,19883,,,,,,6,y,19883,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19882,19882,,,,,,7,y,19882,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19884,22967,,,19884,,,8,y,22967,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19888,19888,,,,,,9,y,19888,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19889,19889,,,,,,10,y,19889,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19879,19879,,,,,,11,y,19879,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19886,19886,,,,,,12,y,19886,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19887,19887,,,,,,13,y,19887,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19904,22969,,,19904,,,14,y,22969,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19893,19893,,,,,,15,y,19893,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19885,19885,,,,,,16,y,19885,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19897,19897,,,,,,17,y,19897,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19894,19894,,,,,,18,y,25498,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19902,19902,,,,,,19,y,19902,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19892,19892,,,,,,20,y,19892,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19907,23554,,,19907,,,21,y,23554,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19900,19900,,,,,,22,y,19900,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19906,19906,,,,,,23,y,19906,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19909,19909,,,,,,24,y,19909,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19896,19896,,,,,,25,y,19896,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19899,19899,,,,,,26,y,19899,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19898,19898,,,,,,27,y,19898,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19895,19895,,,,,,28,y,19895,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19917,19917,,,,,,29,y,19917,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19910,19910,,,,,,30,y,19910,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19901,19901,,,,,,31,y,19901,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19908,19908,,,,,,32,y,19908,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19903,19903,,,,,,33,y,19903,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19938,19938,,,,,,34,y,25499,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19905,23256,,,19905,,,35,y,25500,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19914,19914,,,,,,36,y,19914,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19911,19911,,,,,,37,y,19911,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19912,19912,,,,,,38,y,19912,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19913,19913,,,,,,39,y,19913,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19915,19915,,,,,,40,y,25501,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19918,19918,,,,,,41,y,19918,,,,,,,,
cutiestestrun28january2021,cutiestestrun28january2021,19916,19916,,,,,,42,y,19916,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun28january2021,IAAcuties28January2021old,19884,19884,,22967,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=e54a7f1e1743a2badd83d1febdcf8caf,http://corpora.aifdb.org/edit.php?k=9fd511c24ec8065d31f9f25c3839133e ,n,y,,
cutiestestrun28january2021,IAAcuties28January2021old,19904,19904,,22969,,,,,y,,,,,,n,y,,
cutiestestrun28january2021,IAAcuties28January2021old,19907,19907,,23554,22973,,,,y,,,,,,n,y,,
cutiestestrun28january2021,IAAcuties28January2021old,19905,19905,,23256,,,,,y,,,,,,n,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun28january2021,IAAcuties28January2021new,22054,,,22968,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=041efe1a5198b0dfcd13d8bddac0e7ef,http://corpora.aifdb.org/edit.php?k=05720096c03ac4e828dbe2d2a520c2ab,y,y,,
cutiestestrun28january2021,IAAcuties28January2021new,22055,,,22971,,,,,y,,,,,,y,y,,
cutiestestrun28january2021,IAAcuties28January2021new,22056,,,23470,22975/23441,,,,y,,,,,,y,y,,
cutiestestrun28january2021,IAAcuties28January2021new,22057,,,23444,23259,,,,y,,,,,,y,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19739,19739,,,,,,1,y,19739,,y,http://corpora.aifdb.org/edit.php?k=ca8d4e0d72f3601d7a8cfcf751698f94,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=687126594,https://docs.google.com/document/d/1sZwSuE4mRF8KmpXfibGc27ciQVEmvMMbg2XBtoTJff4/edit?usp=sharing
cutiestestrun14January2021,cutiestestrun14January2021,19738,19738,,,,,,2,y,19738,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19737,19737,,,,,,3,y,19737,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19746,19746,,,,,,4,y,19746,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19740,22947,,,19740,,,5,y,22947,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19753,19753,,,,,,6,y,19753,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19750,19750,,,,,,7,y,19750,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19741,19741,,,,,,8,y,19741,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19754,19754,,,,,,9,y,19754,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19752,19752,,,,,,10,y,19752,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19744,19744,,,,,,11,y,19744,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19745,19745,,,,,,12,y,19745,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19761,19761,,,,,,13,y,19761,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19742,19742,,,,,,14,y,19742,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19743,19743,,,,,,15,y,19743,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19747,19747,,,,,,16,y,19747,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19748,19748,,,,,,17,y,19748,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19756,19756,,,,,,18,y,19756,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19757,19757,,,,,,19,y,19757,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19749,19749,,,,,,20,y,19749,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19758,19758,,,,,,21,y,19758,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19755,19755,,,,,,22,y,19755,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19768,22950,,,19768,,,23,y,22950,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19760,19760,,,,,,24,y,19760,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19763,19763,,,,,,25,y,19763,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19764,19764,,,,,,26,y,19764,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19759,19759,,,,,,27,y,19759,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19769,19769,,,,,,28,y,19769,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19777,19777,,,,,,29,y,19777,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19767,19767,,,,,,30,y,19767,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19776,19776,,,,,,31,y,19776,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19775,23440,,,19775,,,32,y,23440,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19762,19762,,,,,,33,y,19762,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19774,19774,,,,,,34,y,19774,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19765,22954,,,19765,,,35,y,22954,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19771,19771,,,,,,36,y,19771,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19766,19766,,,,,,37,y,19766,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19773,19773,,,,,,38,y,19773,,,,,,,,
cutiestestrun14January2021,cutiestestrun14January2021,19772,19772,,,,,,39,y,19772,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun14January2021,IAAcuties14January2021old,19740,19740,,22947,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=6948a9ab7699883b8f8c0169371d9799,http://corpora.aifdb.org/edit.php?k=2997a8af6a104579d847fd20c9aa3ade ,n  ,y,,
cutiestestrun14January2021,IAAcuties14January2021old,19768,19768,,22950,,,,,y,,,,,,n  ,y,,
cutiestestrun14January2021,IAAcuties14January2021old,19775,19775,,23440,22952,,,,y,,,,,,n  ,y,,
cutiestestrun14January2021,IAAcuties14January2021old,19765,19765,,22954,,,,,y,,,,,,n  ,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun14January2021,IAAcuties14January2021new,22050,,,22948,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=f219e62835fdc90424a20f0af1bb77a9,http://corpora.aifdb.org/edit.php?k=01a8ce4c33fabed5ab488c1c69c44bac ,y,y,,
cutiestestrun14January2021,IAAcuties14January2021new,22051,,,22951,,,,,y,,,,,,y,y,,
cutiestestrun14January2021,IAAcuties14January2021new,22052,,,22953,,,,,y,,,,,,y,y,,
cutiestestrun14January2021,IAAcuties14January2021new,22053,,,22955,,,,,y,,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19309,19309,,,,,,1,y,19309,,y,http://corpora.aifdb.org/edit.php?k=062d25cb22af4ef18eedaf978a2ae684,,,,https://docs.google.com/spreadsheets/d/1SR31y3aVNEQeUtQTb8D2toXb2TOTj9fiKYtbG0UVbLo/edit#gid=2098042123,https://docs.google.com/document/d/1105Iq503WGejc-G2yesGKjUo0JLYLVEh2pS6ZZ6HScY/edit?usp=sharing
cutiestestrun10December2020,cutiestestrun10December2020,19310,19310,,,,,,2,y,19310,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19311,19311,,,,,,3,y,19311,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19312,19312,,,,,,4,y,19312,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19316,19316,,,,,,5,y,19316,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19327,19327,,,,,,6,y,19327,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19318,19318,,,,,,7,y,25509,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19317,19317,,,,,,8,y,19317,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19314,19314,,,,,,9,y,19314,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19315,19315,,,,,,10,y,19315,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19321,19321,,,,,,11,y,19321,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19313,19313,,,,,,12,y,19313,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19323,22924,,,19323,,,13,y,22924,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19332,19332,,,,,,14,y,19332,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19335,19335,,,,,,15,y,19335,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19320,19320,,,,,,16,y,19320,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19326,19326,,,,,,17,y,25510,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19322,19322,,,,,,18,y,25511,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19325,19325,,,,,,19,y,19325,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19319,19319,,,,,,20,y,19319,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19324,19324,,,,,,21,y,19324,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19339,22940,,,19339,,,22,y,22940,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19328,19328,,,,,,23,y,19328,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19331,19331,,,,,,24,y,19331,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19338,19338,,,,,,25,y,19338,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19330,19330,,,,,,26,y,19330,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19343,19343,,,,,,27,y,19343,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19347,19347,,,,,,28,y,19347,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19333,19333,,,,,,29,y,19333,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19340,19340,,,,,,30,y,19340,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19345,19345,,,,,,31,y,19345,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19341,19341,,,,,,32,y,19341,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19336,19336,,,,,,33,y,19336,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19342,19342,,,,,,34,y,19342,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19337,19337,,,,,,35,y,19337,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19348,19348,,,,,,36,y,25512,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19344,19344,,,,,,37,y,19344,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19349,19349,,,,,,38,y,19349,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19350,19350,,,,,,39,y,19350,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19352,19352,,,,,,40,y,19352,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19351,19351,,,,,,41,y,19351,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19346,19346,,,,,,42,y,19346,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19356,19356,,,,,,43,y,19356,,,,,,,,
cutiestestrun10December2020,cutiestestrun10December2020,19355,19355,,,,,,44,y,19355,,,,,,,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun10December2020,IAAcuties10December2020old,19316,19316,,19316,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=8ec364b718734451a1685fe8f38d85be,http://corpora.aifdb.org/edit.php?k=126e2734a5a96aecb2365e64a13a7693 ,y,y,,
cutiestestrun10December2020,IAAcuties10December2020old,19323,19323,,22924,,,,,y,,,,,,n,y,,
cutiestestrun10December2020,IAAcuties10December2020old,19339,19339,,22940,,,,,y,,,,,,n,y,,
cutiestestrun10December2020,IAAcuties10December2020old,19333,19333,,19333,,,,,y,,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
cutiestestrun10December2020,IAAcuties10December2020new,22073,,,22920,,,,,y,,,,http://corporaqt.arg.tech/edit.php?k=71348e23ecc2dd464e51c4e30b686e2f,http://corpora.aifdb.org/edit.php?k=534438e6d058042e4684fc51a1997ce2 ,y,y,,
cutiestestrun10December2020,IAAcuties10December2020new,22047,,,22930,,,,,y,,,,,,y,y,,
cutiestestrun10December2020,IAAcuties10December2020new,22048,,,22943,,,,,y,,,,,,y,y,,
cutiestestrun10December2020,IAAcuties10December2020new,22049,,,22946,,,,,y,,,,,,y,y,,
,,,,,,,,,,,,,,,,,,,
